	pex3Δ-1	pex3Δ-2	pex3Δ-3	pex3Δmsp1Δ-1	pex3Δmsp1Δ-2	pex3Δmsp1Δ-3	log$_2$(Fold Change)	p-val	padj	-log$_1$$_0$(p-value)	Cohen's $\mathit{d}$
TDA10	961.731	1007.19	1267.56	1062.94	1105.09	1358.45	0.12380282321588842	0.5065114574326465	0.999944336130877	0.29541072632838666	0.5950486305745339
CIR1	5706.76	5897.53	5754.66	5777.76	5375.05	5666.2	-0.045586897137341396	0.24745809141308645	0.999944336130877	0.6064983410098178	1.1047597145463748
TRX2	5264.6	6648.12	6434.87	6159.3	7843.2	6698.81	0.17413149177071116	0.2982666874535437	0.999944336130877	0.5253952490281091	0.9753119459117566
ZPR1	226.163	300.225	286.883	282.806	316.087	299.83	0.14414035333842892	0.3136292049013644	0.999944336130877	0.5035835029488595	0.9402896973734439
SLI1	804.343	874.301	923.378	813.181	785.08	883.291	-0.0683904739503666	0.42478717091156537	0.999944336130877	0.37182860794930095	0.7249227664125454
RPS0A	787.771	907.372	1050.72	1211.69	1098.69	906.109	0.22822710830035953	0.2517284935654995	0.999944336130877	0.5990676231568852	1.0929327961967628
RSM27	1757.66	1136.15	757.852	1203.25	1127.73	868.231	-0.19083708803694965	0.650634822528371	0.999944336130877	0.18666269662255422	0.39902484444560554
GPI1	138.465	173.481	128.942	146.02	176.279	154.783	0.11382504487646344	0.4991319154370903	0.999944336130877	0.30178465963684936	0.6060806730457932
CCH1	124.603	132.948	149.254	134.756	108.977	166.66	0.012668712037179264	0.9507198952174802	0.999944336130877	0.021947417741703286	0.05369771362070775
CRM1	1257.27	3493.68	1454.89	1376.12	2253.61	1378.19	-0.30941498570260617	0.6323677857571537	0.999944336130877	0.199030262117839	0.42220605450649173
MRPL9	3824.87	3866.28	4271.3	4169.67	3485.76	4575.3	0.03199762011070118	0.8100691708362422	0.999944336130877	0.09147789565234973	0.2095991040628302
PET54	4294.35	4997.45	4842.74	4580.72	4173.39	4635.97	-0.07806035212751561	0.3912820763079767	0.999944336130877	0.40751004563069015	0.7840874020012583
HSV2	499.778	682.559	607.321	584.607	629.351	591.151	0.012402037934682895	0.929696013174538	0.999944336130877	0.03165903142678217	0.07667784447067365
DIE2	186.448	198.891	174.57	201.464	199.407	209.576	0.12467367334731777	0.09324046985601786	0.999944336130877	1.0303955466555181	1.7916625959960206
SMI1	1519.89	1109.88	1309.93	1426.09	1276.43	1377.42	0.050462160314098156	0.7300754659461712	0.999944336130877	0.13663224570141788	0.3021803646751324
PHB2	5059.61	5185.27	4064.98	5527.22	3698.42	4989.1	-0.009621846473234181	0.9633251105285152	0.999944336130877	0.016227119022629643	0.03994646978334619
NAS6	521.082	533.868	499.242	538.275	531.062	460.299	-0.02297635809657497	0.7757017578195705	0.999944336130877	0.11030522439895679	0.2488882991173782
PHO81	615.873	452.667	313.13	454.419	364.097	368.786	-0.21872613859090909	0.5213142977743574	0.999944336130877	0.28290036377554223	0.5732724635803285
YHB1	16597.9	17656.7	15926.3	15605.6	13683.5	13866.5	-0.21759056589035733	0.041839865034675565	0.999944336130877	1.37840972506789	2.4112029923005833
YGR235C	5639.09	5030.88	4676.21	5600.51	4273.37	5117.56	-0.03374061417279515	0.8171698058198394	0.999944336130877	0.08768768879447268	0.2015589456628125
SPG1	208.405	210.974	166.769	184.433	211.613	162.53	-0.06951139777180206	0.672252429878551	0.999944336130877	0.17246761933011376	0.3720716180288516
YGR237C	248.539	264.041	264.663	288.359	231.106	205.684	-0.100088255066832	0.5257223391089183	0.999944336130877	0.27924356845312426	0.5668751963441958
PFK1	5956.8	6454.08	7505.53	6228.91	6365.53	6965.4	-0.0260630511437332	0.8269895341045154	0.999944336130877	0.08249998658943426	0.19047922523873492
FMP43	1933.17	1948.16	1462.0	2469.05	1689.85	1976.55	0.19943004149806215	0.3959077531181821	0.999944336130877	0.40240599331353355	0.7756708573762898
LSC2	31470.2	36648.2	35058.2	30418.3	35472.7	32080.7	-0.07467883177791892	0.461979764096715	0.999944336130877	0.3353770472438879	0.6635843425150467
SDA1	392.98	280.775	314.046	285.259	353.948	314.892	-0.05008145712943858	0.7863731036725624	0.999944336130877	0.10437134910057587	0.23661819229983785
SOL4	351.586	481.847	481.644	386.156	479.164	317.825	-0.15252038064985318	0.528443469589644	0.999944336130877	0.2770014646638355	0.5629454092279053
YGR250C	2428.38	2133.38	1934.51	2521.08	2088.04	1784.55	-0.022967312081695748	0.9007145595646687	0.999944336130877	0.04541281706362668	0.10848544888824518
GCN5	231.324	165.005	141.332	250.88	218.531	223.211	0.36537138561465643	0.14694373119409773	0.999944336130877	0.8328489367494732	1.466318037301114
PUP2	225.735	233.616	281.348	271.972	221.145	261.653	0.02714969152331457	0.8502244904902537	0.999944336130877	0.07046638945171173	0.16442957079273235
ENO1	22093.5	19451.7	25483.8	20297.2	22794.7	24860.0	0.01972848012783624	0.8949875407313779	0.999944336130877	0.04818301052685296	0.1147933614682098
COQ6	5925.64	7406.78	7963.63	7026.48	7144.98	6906.51	-0.014849934576155478	0.9111809691744133	0.999944336130877	0.04039535946105498	0.09697787706472152
GND2	7633.98	7912.07	6165.55	7416.73	9289.9	4743.46	-0.017482345887500493	0.9541930302762787	0.999944336130877	0.020363759987957607	0.04990711937302572
MTM1	322.95	344.1	336.98	361.353	301.138	373.193	0.044781508998038004	0.6722909235176563	0.999944336130877	0.172442752039648	0.3720240597860868
TNA1	2543.0	2936.83	1621.14	1934.68	3557.19	1179.31	-0.09007414350118376	0.8669979472806513	0.999944336130877	0.06198193076570596	0.14575390224748833
APL6	362.008	631.531	361.298	410.343	663.856	335.856	0.05763214501800878	0.8973625673318171	0.999944336130877	0.04703205062676774	0.11217642720731022
SAY1	88.8053	79.0162	84.6645	97.5187	108.899	100.694	0.28256008091735896	0.014626916965818427	0.999944336130877	1.834847204006801	3.362974235779032
MES1	4336.93	3622.06	5155.03	4589.35	4033.89	4213.99	-0.030776066938122338	0.8545876595287075	0.999944336130877	0.06824338280045321	0.15956181972040026
YGR266W	4641.94	6323.94	6823.75	6156.56	5813.49	7719.92	0.14642440829321948	0.5128174537881789	0.999944336130877	0.29003720198592675	0.5857156109142507
FOL2	589.539	356.575	345.558	573.521	447.869	428.517	0.16672059920987464	0.5956758700604314	0.999944336130877	0.22498999216547436	0.4700306304274237
YTA7	70.7417	40.2212	38.4928	65.1929	49.5662	38.4047	0.03535743893280535	0.9290431699362682	0.999944336130877	0.03196410513498545	0.07739253093254396
SLH1	58.1633	43.242	38.1977	57.9479	60.125	40.2293	0.18135136073524988	0.5131489507905943	0.999944336130877	0.28975655473805595	0.5852273337955723
TAF1	906.451	449.444	436.937	994.941	621.466	758.491	0.4056252475109683	0.36285939016705177	0.999944336130877	0.4402616336545977	0.8377718021316358
RTT102	436.568	237.948	231.701	450.865	331.164	418.396	0.40561680969493763	0.26739659410452754	0.999944336130877	0.5728441287532783	1.0511548644758042
RNH70	158.596	177.367	166.305	171.462	146.664	163.704	-0.05993314003255608	0.49691583926081123	0.999944336130877	0.3037171598374143	0.6094173915272564
CAB4	17.2265	26.3806	31.8669	28.5216	33.3851	26.3279	0.22536476326065982	0.42134825819534566	0.999944336130877	0.37535879706186603	0.7308120797318653
SCW4	29.3747	35.9288	43.1056	34.674	39.8932	49.8086	0.1982199418113737	0.42173926264089834	0.999944336130877	0.3749559656094219	0.7301404701358797
YOR1	3915.91	4434.83	4944.69	4094.84	4551.13	4294.25	-0.03906829233921718	0.7340843791599285	0.999944336130877	0.13425401733547557	0.29743888206527397
BGL2	2033.77	2140.0	1755.43	2004.81	2597.7	2036.84	0.1632045453628364	0.3503545504777015	0.999944336130877	0.45549223742680145	0.8625669025084622
ERV29	1418.8	1972.87	1627.13	1664.37	2002.05	1387.94	0.010185969202752537	0.9629896869091376	0.999944336130877	0.01637836390603269	0.040312184313486245
ZUO1	4641.18	3753.2	4310.38	4419.17	4515.76	3824.84	0.006233201842259513	0.9592570630245627	0.999944336130877	0.018064994400899273	0.04438259093453067
BIO2	1446.1	1370.0	1198.33	1133.37	2440.96	1473.33	0.33041957940204547	0.4361817249408122	0.999944336130877	0.3603325343639801	0.7056846129209228
RPL14B	3363.17	2957.23	3439.78	3927.2	3023.02	2634.35	-0.026194046025123312	0.8936822856373465	0.999944336130877	0.048816850464306186	0.11623218563369518
HSE1	301.222	360.106	233.381	218.285	286.305	256.888	-0.23261617257182293	0.34560071952414045	0.999944336130877	0.46142536201189865	0.8722000459577531
LAG1	1498.47	1346.76	1334.51	1402.97	1569.06	1102.19	-0.036889317354016744	0.8220058359041884	0.999944336130877	0.08512509913636206	0.19609683408291304
MRP4	2443.88	2596.16	2619.08	2509.45	2292.68	2700.65	-0.02975338672054933	0.7090922342873422	0.999944336130877	0.14929727082997973	0.32720518539390325
STE20	434.284	358.682	322.192	366.153	334.963	339.068	-0.10040937953682733	0.5080946161780757	0.999944336130877	0.2940554068935637	0.5926974819031313
PRS3	656.443	474.156	619.509	713.361	289.941	726.59	-0.016761983352760662	0.9671546706131054	0.999944336130877	0.014504066535131846	0.03577176276769466
YLF2	1234.99	1475.48	1312.51	1337.94	1218.26	1275.01	-0.0704644593812782	0.46301075058363383	0.999944336130877	0.3344089250404799	0.6619411051706637
RPS20	4125.17	3265.07	4278.26	4371.99	3879.74	3376.78	-0.004952861448678287	0.9765684202786021	0.999944336130877	0.01029732379600046	0.025514262019758493
YHL017W	118.043	117.47	124.139	121.777	116.469	127.676	0.024934529288830283	0.6184220470036275	0.999944336130877	0.2087150360345222	0.44017478775168223
YHL018W	1045.68	1286.3	1121.29	1152.51	1185.83	1073.18	-0.017548464147127334	0.8679111813858984	0.999944336130877	0.06152471653739519	0.14473991850253404
OPI1	1013.05	899.897	843.079	1003.01	1037.53	871.179	0.0792816344026138	0.5062624286120726	0.999944336130877	0.2956243018288612	0.595418958871075
AIM17	1607.35	2080.23	1938.54	1571.27	1961.63	1550.57	-0.14632670081679142	0.4031937166008515	0.999944336130877	0.3944862445854501	0.7625817916884483
RIM4	34.0748	34.2286	30.0837	43.946	33.2735	42.8117	0.28686838331229614	0.11897583017838927	0.999944336130877	0.9245412561393282	1.6156175629390848
SNF6	956.784	529.01	562.303	914.464	744.783	838.273	0.286212186594117	0.3624934162053201	0.999944336130877	0.44069987690447826	0.8384866522594557
ECM29	422.313	680.736	465.102	500.107	603.425	398.274	-0.062366025056378734	0.8350150469007462	0.999944336130877	0.07830569849593644	0.18145606325071245
GOS1	635.241	531.559	439.317	797.502	697.269	602.366	0.38484411971408206	0.10972870420007541	0.999944336130877	0.9596797494075825	1.6735662677355714
GUT1	4934.96	5326.93	5733.93	5448.68	5057.23	6005.14	0.045736917800948095	0.657289548253957	0.999944336130877	0.18224327350347763	0.3906742824338844
RPL8A	14494.3	6701.37	6047.48	8073.81	7757.27	4634.94	-0.4126629545495677	0.4832599530786328	0.999944336130877	0.3158191926069837	0.6302308538626308
SBP1	2623.98	1944.28	1820.16	2671.28	2616.1	1918.25	0.1736654087526784	0.47758126773525666	0.999944336130877	0.32095271596318503	0.6390182110939788
VMR1	836.858	569.114	501.938	591.586	466.143	486.954	-0.3046823196010706	0.3305446381861785	0.999944336130877	0.4807698832013736	0.9035166878435752
CBP2	1064.1	1422.02	1219.55	1361.25	1131.89	1163.06	-0.019389420879576437	0.9022540735502318	0.999944336130877	0.044671148485530575	0.10679117399027485
EFM1	1436.59	1430.69	1852.19	1587.47	1444.79	1954.5	0.07947791849779935	0.6879428100248453	0.999944336130877	0.16244766397813193	0.3528077541090748
COS8	409.375	513.526	486.885	506.929	576.439	356.671	0.030631700349133338	0.8953597471642455	0.999944336130877	0.048002434162317406	0.11438314796441255
OSH7	10342.0	10151.8	8318.91	8895.06	8822.85	9949.41	-0.05852245679379088	0.6334001952009418	0.999944336130877	0.1983218071234393	0.42088540512113315
QCR10	4526.8	4285.29	5629.2	5608.41	4141.18	7780.38	0.279623907246583	0.4157097707897559	0.999944336130877	0.3812097677713742	0.7405548934122089
LEU5	1977.57	2970.48	2808.32	2961.97	2357.3	2871.31	0.07858399155454328	0.7086482643660226	0.999944336130877	0.14956927222014393	0.3277385861105977
YHR003C	1681.98	2287.48	1922.63	1885.76	2101.09	1778.51	-0.031368771997737466	0.8429984322902786	0.999944336130877	0.07417323302450358	0.17250733435870763
NEM1	104.768	158.54	125.439	119.454	137.343	128.385	-0.013291255912270932	0.9460097035351855	0.999944336130877	0.024104408872866034	0.05884076597621869
GPA1	5669.77	7417.68	7676.01	6801.36	6669.41	7486.04	0.013372256854705056	0.9289494605379303	0.999944336130877	0.032007913139352806	0.07749512338755038
TIM10	1894.91	1160.07	692.418	1110.12	1166.6	1227.67	-0.09672587021725125	0.8291048662906058	0.999944336130877	0.08139053582962273	0.18809820530690768
ERG11	1262.05	1222.71	1408.39	1224.98	1311.04	1462.52	0.03853538852664382	0.7147274986223286	0.999944336130877	0.14585950841206252	0.3204492434240555
SOD2	5826.98	7998.91	6036.51	5877.66	7884.46	5466.66	-0.046772724604581886	0.8457768615541997	0.999944336130877	0.07274420029196381	0.16939900517679063
TDA3	1643.94	1459.51	2063.99	1777.26	1812.31	2038.38	0.12315977902000783	0.47874074898591146	0.999944336130877	0.3198996050926438	0.6372174935455786
DIA4	2964.87	3773.17	3698.12	3480.09	3224.0	3401.11	-0.046493092323862194	0.7024535708175168	0.999944336130877	0.1533823754856756	0.33519880434363064
VPS29	831.479	816.125	635.654	723.834	831.049	593.144	-0.08808176051683758	0.6538867401926617	0.999944336130877	0.1844974693653993	0.3949381402367514
ARD1	169.798	221.541	232.952	286.507	253.666	190.047	0.2261125157551149	0.36195028792744216	0.999944336130877	0.4413510735589489	0.8395487079788758
YSC84	171.086	144.056	135.622	132.211	141.068	122.518	-0.18761162281218163	0.20037731266127473	0.999944336130877	0.6981514521849774	1.2505542626499444
YSC83	2212.29	2631.49	2542.29	2611.62	2392.76	2555.46	0.033548765433069734	0.7069161238076952	0.999944336130877	0.15063211255167305	0.3298212501027783
ARG4	1657.26	1376.27	1841.47	1604.35	1376.12	1819.95	-0.022241582734871455	0.9002984234755924	0.999944336130877	0.04561351035359698	0.10894351684846061
DED81	1534.51	1104.46	1506.13	1428.94	1139.0	1479.5	-0.03439721306370984	0.8612837087123624	0.999944336130877	0.06485376743986081	0.1521049591808541
YHR020W	686.357	954.369	631.46	642.492	747.76	648.042	-0.15671877961583855	0.5007510370036202	0.999944336130877	0.3003781426544887	0.6036497957825275
RPS27B	1988.15	1647.95	1858.14	2373.51	2095.82	1949.95	0.2244915589447171	0.12434311762702045	0.999944336130877	0.9053782478634911	1.5841990453153785
MYO1	198.964	112.165	157.195	172.268	145.297	144.558	-0.019230078452763484	0.9419433484943736	0.999944336130877	0.02597521629006868	0.0632831499344243
MAS2	8598.02	9403.62	9803.26	8982.7	9262.86	9134.54	-0.022211432773319436	0.7167756152650615	0.999944336130877	0.14461677781016558	0.31800037568852496
THR1	205.492	196.002	296.398	265.353	200.742	282.715	0.10159590741042804	0.697183120817808	0.999944336130877	0.1566531359401604	0.3415724709544496
VMA16	111.847	70.1851	137.987	103.464	80.3782	125.437	-0.049248202497431726	0.8869778025868823	0.999944336130877	0.05208724864026462	0.12362995327749952
RPN1	1505.47	1224.99	1683.69	1530.32	1430.45	1546.5	0.030118219148971587	0.8334744902303687	0.999944336130877	0.07910768788363623	0.18318596448200922
DAP2	3790.41	2861.15	3436.77	3229.8	3193.29	3700.52	0.005036461886846985	0.9721176447910975	0.999944336130877	0.012281173970957212	0.03036320810280481
YHI9	1003.13	586.185	913.734	842.404	745.666	1077.22	0.09060598196745195	0.7530579884855476	0.999944336130877	0.1231715800946184	0.27515831347485564
SLT2	134.845	290.697	139.665	146.98	217.061	192.947	-0.02113308750492963	0.9627555917572079	0.999944336130877	0.016483950282746566	0.040567425744399865
YHR033W	379.618	618.065	332.51	515.886	582.346	571.192	0.3277148326312859	0.2807181464425433	0.999944336130877	0.5517295123917988	1.0174535396911861
PIH1	84.2517	401.801	117.741	121.694	221.982	127.045	-0.35918348723958277	0.6967477685227585	0.999944336130877	0.15692441352933972	0.3421000620768497
BRL1	119.253	62.5605	88.0637	77.2568	85.2994	65.1341	-0.24523026745414847	0.46453171504507274	0.999944336130877	0.3329846300043076	0.6595221585073748
PUT2	12926.4	17732.3	16836.7	13949.7	15746.8	14706.1	-0.09714363680911982	0.5459974390091098	0.999944336130877	0.2628093943407211	0.5379352944709669
RRF1	3753.09	3109.87	1934.9	2942.44	2969.76	1941.6	-0.16376178418636755	0.643998081211263	0.999944336130877	0.19111542661627773	0.4074021619122583
MSC7	4990.42	5185.23	5752.16	5010.64	5391.34	5712.36	0.01679718407885526	0.8486625865057369	0.999944336130877	0.07126494337803141	0.16617385072896917
VMA10	1936.19	652.721	400.29	825.911	757.349	499.552	-0.5212272861801226	0.5676712786725204	0.999944336130877	0.24590307834739092	0.5078184199604578
SRB2	32.1064	26.1262	23.5597	36.0417	32.0559	33.5273	0.3132169945978889	0.07662024539295297	0.999944336130877	1.1156564614284474	1.9370580037235028
NCP1	11305.7	12262.5	9984.63	12292.5	13618.6	9239.21	0.06710295777547017	0.7329282933079954	0.999944336130877	0.13493851286773612	0.2988049727488904
DOG2	975.738	1091.03	1136.61	1253.28	1175.5	1149.21	0.15955530845614518	0.09428079292409396	0.999944336130877	1.0255767736115398	1.7835476062840925
YHR045W	5758.44	6698.81	6124.7	6078.08	6844.96	6130.58	0.0361632147259098	0.691880851445783	0.999944336130877	0.15996868880178208	0.3480098706522861
AAP1	2259.46	1357.02	1883.38	2108.15	1302.22	2320.08	0.059253540167687274	0.8589751814924034	0.999944336130877	0.06601938412755845	0.15467396971564665
FSH1	3638.46	2775.16	3606.01	3502.29	3226.64	4311.83	0.14001025028137618	0.4739806628756201	0.999944336130877	0.324239376000429	0.644631689463833
SMF2	1069.94	1002.99	865.229	974.989	979.334	755.919	-0.11649079330069703	0.46974720798220254	0.999944336130877	0.3281357925186051	0.6512742480923278
COX6	9293.93	7110.43	6689.1	6074.15	5242.71	6638.39	-0.36307860197444564	0.1308356784760772	0.999944336130877	0.8832738091281358	1.5481077350305115
CIC1	184.472	215.385	246.754	191.232	183.875	316.878	0.09784271475740836	0.7625349673730228	0.999944336130877	0.1177402361923874	0.2641233137632919
RSC30	729.083	455.538	235.046	615.056	530.363	407.275	0.12922096807612035	0.7891542887243715	0.999944336130877	0.10283807893139864	0.23343118417084702
CPR2	286.477	362.97	323.348	383.757	426.849	390.78	0.30449203834340877	0.04186092045412811	0.999944336130877	1.378191226457109	2.410789688171822
FYV4	678.807	499.768	254.863	482.185	517.049	324.642	-0.11471150617273915	0.8021130867148599	0.999944336130877	0.09576439795778248	0.21863773725379532
VMA22	261.309	227.858	220.455	184.358	236.346	191.239	-0.21365345936695163	0.18887937202332528	0.999944336130877	0.7238154698474678	1.2914500633134889
PAN5	1137.92	1701.34	1742.86	1539.43	1530.21	1331.79	-0.05804291805621601	0.785056620684624	0.999944336130877	0.10509901947880143	0.238128309904508
SSZ1	3754.85	3895.76	3917.3	3783.36	4384.45	3540.71	0.01743049233251249	0.8635874632261087	0.999944336130877	0.06369367098259829	0.14954311883155505
RRP3	99.1184	133.538	140.157	160.928	144.335	142.935	0.2656824955170658	0.1464914166714396	0.999944336130877	0.8341878210534608	1.4684808202770565
HTD2	1730.14	2157.75	2176.12	1997.16	1936.04	2053.93	-0.018407536454812197	0.8723190709475144	0.999944336130877	0.05932463272108387	0.1398495977238922
DYS1	974.241	837.43	1170.63	1046.39	1296.0	948.445	0.1420278182081686	0.5079242841147196	0.999944336130877	0.2942010228380672	0.5929501812852673
RRP4	279.827	249.247	304.585	350.927	298.346	323.046	0.2219723290924708	0.10425953467407607	0.999944336130877	0.9818842177260151	1.7104260225987449
TRM5	168.427	166.674	160.144	153.484	185.978	132.272	-0.07016882355774733	0.6462925331940022	0.999944336130877	0.18957086157906744	0.40450029385606917
ERG7	1071.32	1203.05	1334.02	1302.69	1136.48	1389.27	0.08540137172759628	0.5273033247668499	0.999944336130877	0.2779394903348655	0.5645901996462641
NOP10	369.563	474.883	265.66	432.158	507.342	247.318	0.09640127200746647	0.8071530682099531	0.999944336130877	0.09304409802237501	0.2129082525099073
OSH3	205.104	154.243	115.553	188.791	161.314	156.482	0.09318629899041574	0.7234352462895629	0.999944336130877	0.1406003359169923	0.31006127028179603
PTC7	3959.23	4529.32	4085.12	4002.64	4528.38	3814.17	-0.026456764124290343	0.7954667927608934	0.999944336130877	0.09937794552301973	0.22621361237652615
NMD2	1148.11	1146.41	657.749	801.227	992.225	626.048	-0.2871152412909882	0.4127279126408457	0.999944336130877	0.38433615894916073	0.7457517591785735
YHR078W	143.686	196.521	153.181	157.91	192.061	150.176	0.01962955752034018	0.9187154487835866	0.999944336130877	0.036818980625888335	0.08870888513588095
IRE1	1263.35	1122.95	1018.88	1101.36	1264.21	941.664	-0.04210593646846413	0.7940267436684945	0.999944336130877	0.10016486982472456	0.22785819975732163
YHR080C	2138.5	2621.15	1845.82	1936.45	2533.86	1409.3	-0.16794075449008983	0.5739907857113433	0.999944336130877	0.24109507928641308	0.49918506317612427
KSP1	339.389	217.405	329.851	290.222	223.703	293.615	-0.13482286282932107	0.5917486747761032	0.999944336130877	0.2278627060022935	0.4752584565970633
SAM35	3340.5	3001.17	3566.64	3472.1	2946.43	3775.59	0.041026329314505824	0.761116892444903	0.999944336130877	0.11854863909632238	0.2657707302542487
STE12	73.0234	49.692	54.9688	89.982	58.9984	85.63	0.4009515677180907	0.18858615402695975	0.999944336130877	0.7244901962775232	1.2925261815580305
RTC3	2196.52	2297.54	1544.21	1634.04	2731.6	1624.99	-0.011427537198007943	0.9727339933417329	0.999944336130877	0.012005906924172834	0.02969164543507875
RPF1	44.2785	49.2542	52.3157	50.9836	45.4164	42.2205	-0.07332893220629928	0.5256879040695046	0.999944336130877	0.27927201586022127	0.5669250203624612
GAR1	141.521	116.524	99.9423	160.94	173.053	101.226	0.28183313334413784	0.36603475463699187	0.999944336130877	0.4364776768174055	0.8315959197803873
MSR1	3360.43	4036.44	3744.11	3760.86	3775.52	3251.7	-0.04643801765387319	0.6752285560024913	0.999944336130877	0.1705491993029229	0.368399069205094
HXT4	418.378	839.203	791.625	592.59	627.271	511.589	-0.24308429440268023	0.48378647370054995	0.999944336130877	0.3153462783456414	0.6294201222965164
HXT5	3394.83	3528.8	4069.05	2668.84	3936.71	2749.54	-0.23271971820745607	0.29986559563614357	0.999944336130877	0.5230733591237318	0.9715893418919557
YHR097C	1549.47	1501.07	1289.14	1302.78	1492.5	1248.96	-0.10172005033593558	0.4167334730082704	0.999944336130877	0.38014161459206147	0.7387779118711285
SFB3	150.279	339.359	241.157	200.932	279.504	158.764	-0.193199355010019	0.6632892969328446	0.999944336130877	0.17829701057213174	0.3831868255371646
TRA1	1082.13	784.258	787.876	1107.61	933.404	893.714	0.14491492388436075	0.4744799584209454	0.999944336130877	0.3237821270322894	0.643851303019632
GEP4	1835.94	1720.26	1739.57	1830.41	1624.47	2430.06	0.15218724034102848	0.4664647812896812	0.999944336130877	0.33118114048970865	0.6564567523069322
BIG1	1601.08	1915.68	1539.27	1776.32	2019.65	1288.16	0.007995896400459198	0.9712902831244238	0.999944336130877	0.012650955963632483	0.03126472744969488
KIC1	115.747	73.6672	88.3708	103.771	72.9269	109.179	0.04142535121770583	0.8796499253905191	0.999944336130877	0.05569012980431566	0.13173005837527238
GRE3	4373.31	4411.56	4469.11	3944.29	4187.26	3317.95	-0.21114105036646025	0.0820805891121168	0.999944336130877	1.08575953518519	1.8856696083349993
YPT35	96.5613	139.541	163.618	134.942	154.169	136.014	0.08889625830823938	0.7018200107697785	0.999944336130877	0.15377425304424247	0.3359636792086876
TRR2	150.004	165.674	138.68	145.947	131.715	170.689	-0.019200865465430754	0.8917808681356756	0.999944336130877	0.049741849044307125	0.11832898365910303
CDC12	6487.1	4828.83	5076.4	6044.48	5675.54	3623.78	-0.09536511251025329	0.7213528541913039	0.999944336130877	0.1418522454854262	0.31253990177872837
GGA2	2976.08	2471.01	1716.02	2274.22	2613.39	1760.67	-0.10760495274878647	0.7176869148732395	0.999944336130877	0.14406497190918066	0.3169118717432489
ERP5	710.001	643.782	647.058	612.407	681.326	618.426	-0.06540403435020284	0.3918323480447361	0.999944336130877	0.40689971331979874	0.7830817324071941
UBA4	189.078	192.138	158.256	279.502	201.743	153.304	0.2341834915347089	0.4546511045911514	0.999944336130877	0.3423217494414077	0.6753492766072059
APE4	3025.48	3053.57	3484.15	3121.94	3162.09	2782.41	-0.07695727006120709	0.435189979873561	0.999944336130877	0.36132111270261136	0.7073426325348575
BZZ1	4374.96	3788.93	2888.19	3727.06	4442.35	3610.13	0.09196529174319265	0.6559346271035758	0.999944336130877	0.18313944187878647	0.39237053830832935
DMA1	265.816	412.64	264.872	298.498	374.478	284.523	0.02151148968512494	0.9373839197941651	0.999944336130877	0.028082500788670466	0.06826699373291285
TOM71	3853.87	4805.38	5065.19	4354.71	4824.16	4384.24	-0.017059259836669158	0.8991102798280032	0.999944336130877	0.04618703687250319	0.1102516190568597
MSH1	453.919	472.207	529.178	518.166	448.053	514.606	0.025080606083002156	0.8043729021519094	0.999944336130877	0.09454256841358964	0.21606714884758196
LSM12	1481.22	1585.19	1310.88	1589.24	1720.99	1354.76	0.09183602129465292	0.512718182084403	0.999944336130877	0.2901212812744187	0.585861877896428
YHR122W	216.309	182.877	205.452	175.687	213.512	193.176	-0.05412322628949813	0.6404602283567045	0.999944336130877	0.19350783413398676	0.4118885141365002
YHR127W	900.441	1401.19	952.796	1120.33	1481.06	903.162	0.10682647739520691	0.7370930464743985	0.999944336130877	0.132477685791225	0.29388838968590564
FUR1	1224.43	1826.41	1901.33	1539.53	1589.73	1945.39	0.03524748186349237	0.8779230437279438	0.999944336130877	0.05654355146187534	0.133641232840701
ECM14	519.676	586.274	574.201	575.35	656.94	553.036	0.08759663601587601	0.40439170400150226	0.999944336130877	0.393197762436441	0.7604488147155308
IGO2	1439.91	1228.42	1500.39	1438.41	981.084	2370.37	0.20038021963690564	0.6455848812235662	0.999944336130877	0.1900466487910378	0.4053946409657895
NSG1	2946.06	2188.91	1995.09	2504.98	2454.86	1988.34	-0.03727908802593992	0.8645973168345789	0.999944336130877	0.06318611657676515	0.1484207098481772
YCK1	2049.37	2463.54	1554.17	1957.99	2651.63	1330.51	-0.03050782993572046	0.931618274327844	0.999944336130877	0.030762001071337898	0.07457391218086837
ARO9	2319.91	1876.61	2818.88	2544.12	2371.4	2878.94	0.15192371156994317	0.44970927158921403	0.999944336130877	0.3470681585549713	0.6833677873263898
YHR138C	1408.12	973.983	615.481	784.358	1352.37	637.194	-0.11187296118052358	0.8252474194416937	0.999944336130877	0.0834158250394381	0.19244165122164225
RPL42B	325.802	163.408	132.751	250.913	178.297	98.8526	-0.23611515290588236	0.6951012253551672	0.999944336130877	0.1579519458961764	0.34409701133098797
DCD1	322.719	520.939	432.366	425.341	569.581	364.985	0.09185252904334514	0.7545207817890859	0.999944336130877	0.12232879393739166	0.27345110246382964
CRP1	2979.22	2912.36	2399.63	2776.73	2778.95	2279.02	-0.08170462741821184	0.5716415014669726	0.999944336130877	0.2428762487337431	0.5023870295224361
MRPL6	3595.2	3643.99	4085.19	4122.76	3325.58	4557.11	0.08425741495682784	0.5943113714805383	0.999944336130877	0.225985959925197	0.47184450026005653
MTC6	167.243	159.056	165.061	174.768	173.859	186.184	0.12224872168143953	0.03594189086691142	0.999944336130877	1.44439907882793	2.53766030929547
RTT107	115.036	99.6004	85.4457	129.076	99.6764	102.179	0.14117492215772143	0.46389134511680613	0.999944336130877	0.3335837300961926	0.6605398457837873
