	pex19_1	pex19_2	pex19msp1_1	pex19msp1_2	pex3_1	pex3_2	pex3_3	pex3msp1_1	pex3msp1_2	pex3msp1_3
PRD1	9.79609	16.377	10.9124	12.4993	8.90006	8.60027	8.30686	7.40047	10.1963	7.01134
KRR1	11.3546	5.88787	10.9358	8.64718	9.58024	12.8017	8.8683	12.1285	13.5809	6.21503
CHA1	8.34484	6.25423	6.54525	7.36028	11.8376	12.2186	12.6875	12.2956	12.0634	10.3929
CDC10	12.227	9.63556	16.5874	9.91037	10.9947	8.06561	8.27909	9.67524	9.12128	5.50372
MRPL32	7.33764	12.114	9.25217	13.2962	12.8735	10.026	5.57344	11.6679	11.0217	6.83748
YCP4	9.20359	7.50291	14.5976	8.88655	10.617	13.933	4.21126	9.54715	18.062	3.43882
CIT2	12.0384	10.9837	9.57588	10.6374	10.6021	9.82081	8.99729	10.1171	8.73874	8.4886
SAT4	10.0282	10.7619	10.5982	8.46715	10.3131	8.927	9.09273	11.0984	9.84575	10.8677
RVS161	10.1208	3.19624	7.6849	5.46293	13.5116	14.11	10.5528	12.3042	13.8375	9.21907
ADY2	9.2265	5.59167	9.43791	8.28662	9.48687	11.8587	13.4558	9.64414	10.8028	12.209
ADP1	12.5327	4.10961	7.8125	4.92912	12.1687	10.2429	11.5115	12.0652	10.426	14.2019
PGK1	13.2039	1.57984	6.49122	3.24945	13.3945	12.6002	11.335	12.7525	13.1497	12.2437
YCR015C	10.7833	4.65843	9.33597	5.32072	13.0097	9.69508	13.4599	10.4424	10.3102	12.9844
YCR016W	10.3297	5.02669	7.06852	5.77684	15.6143	11.1907	10.1603	11.6676	13.495	9.67041
CWH43	11.5532	5.62152	9.03813	6.87875	11.2492	10.4755	11.3536	11.3648	10.9495	11.5158
HTL1	6.83144	8.36774	5.35163	9.93908	19.7688	10.4116	7.92507	14.2526	8.74277	8.40927
HSP30	8.29587	7.63761	9.48001	9.39083	8.19052	15.1788	10.2832	10.4146	11.3242	9.80429
YCR023C	12.586	3.55345	6.76689	4.28995	11.0429	10.3924	14.5332	13.3475	7.46253	16.0253
SLM5	8.53292	15.6072	10.1207	14.3788	8.22118	9.19188	8.318	8.92455	7.79211	8.91265
NPP1	10.9329	4.36686	9.29818	6.7516	13.2141	11.443	10.5535	10.9273	11.9767	10.5358
RHB1	13.6023	4.09847	6.28097	5.27312	12.9767	10.1622	12.3102	13.827	7.8927	13.5763
RIM1	9.48852	13.4616	10.2312	13.8743	8.97069	9.98543	9.15261	7.52964	8.46717	8.83887
SYP1	11.7673	6.32789	14.1234	6.90974	11.6508	10.7667	9.46647	9.83223	11.2412	7.91435
RPS14A	11.2674	4.68203	11.1677	6.38381	11.6244	10.1104	9.85091	14.6615	10.9441	9.30775
BPH1	10.0532	9.01601	9.27417	8.44961	7.94928	12.7572	9.71714	11.6413	11.2504	9.89168
SNT1	10.3713	6.81463	9.89086	5.18074	14.251	7.60488	9.59486	14.1257	7.78209	14.3839
FEN1	9.75066	12.7539	11.4011	8.77519	10.8616	10.0203	6.61878	11.1682	10.3393	8.31093
RRP43	11.3996	4.44552	10.4641	4.81626	10.4507	10.8958	11.7558	11.4902	12.3377	11.9443
RBK1	12.1072	2.33832	8.46031	3.74639	13.5611	9.23856	13.7649	10.9394	11.8498	13.994
PHO87	10.1206	5.20538	8.38241	6.36857	10.6195	10.3971	12.3944	10.5342	11.2983	14.6796
TAF2	8.12634	5.704	10.217	5.55288	11.0828	13.2698	5.55289	15.1392	17.5731	7.78192
YCR043C	9.46891	12.2326	12.432	8.2163	11.6228	11.065	8.39522	9.20516	9.63205	7.73004
IMG1	9.233	12.8295	10.2504	13.0191	8.36413	9.43236	9.59427	9.89005	8.11571	9.27145
BUD23	10.8582	5.56593	7.90939	6.14879	10.1172	16.0044	10.0123	9.48717	13.0879	10.8087
ARE1	11.0418	6.82389	9.99578	7.11743	12.9807	12.38	8.49779	11.6938	11.0989	8.36982
YCR051W	9.44454	8.47615	7.91727	8.62634	11.7843	10.4281	10.7604	11.0855	9.03908	12.4383
RSC6	9.98131	5.99345	8.64824	6.56654	14.7263	7.61025	7.90153	15.2269	11.0676	12.2779
THR4	13.9061	2.93327	7.68783	4.07074	12.3823	9.79036	13.4996	11.587	11.2913	12.8514
CTR86	8.02612	10.0672	5.97531	11.5118	7.01625	21.07	7.97755	7.46769	13.2439	7.64408
PWP2	11.2443	5.64852	12.4893	6.4761	9.89857	11.4549	10.293	11.0082	13.9672	7.51991
BUD31	11.1363	5.2682	9.22639	6.97371	10.3986	10.9094	9.89219	10.404	11.6857	14.1055
RAD18	11.0682	9.19995	8.83864	9.31346	13.7915	10.4218	10.0649	8.90284	8.54331	9.85538
SED4	11.1351	7.36398	10.1163	7.90842	10.3865	10.2978	10.2126	11.2026	10.8605	10.5162
ATG15	11.1689	4.65795	9.00466	5.9057	10.3956	8.86598	9.22645	14.1226	12.6722	13.98
IMG2	8.7709	12.7075	10.2859	11.3944	8.82164	9.03522	9.87156	10.3026	8.60409	10.2062
RSA4	10.652	6.74486	10.2927	7.64531	10.3407	10.521	10.6988	11.9242	9.6931	11.4874
YCR075W-A	13.2373	6.59625	9.1055	4.67297	11.6911	10.0699	10.6009	11.2587	12.289	10.4784
YCR076C	13.3467	2.13694	10.13	3.90008	10.3628	9.5227	10.5007	13.8216	13.3121	12.9664
PAT1	11.0948	6.29287	12.7259	6.85661	11.3529	10.0361	9.40985	11.4069	12.2518	8.57228
PTC6	8.80506	15.4838	10.6173	14.4593	6.13218	9.88801	8.95364	7.97466	9.11588	8.57016
SRB8	7.52687	9.00392	7.28491	10.369	8.65071	18.493	7.75461	8.49214	14.8517	7.57314
TRX3	8.82969	16.2384	10.8198	16.2784	6.93058	10.4881	6.95383	8.27978	8.68708	6.49447
TUP1	17.1944	4.39796	9.47557	4.41436	13.8137	8.06597	8.37859	10.8525	12.2661	11.1408
CSM1	8.60173	7.64644	9.35787	8.83199	11.32	9.77249	10.3352	11.5106	12.6545	9.9692
YCR087C-A	11.3793	5.65631	8.79664	4.32846	13.3072	12.4093	9.54021	10.3853	15.2976	8.89968
ABP1	9.77551	6.03548	11.134	6.13801	10.4649	13.7692	9.28314	11.6042	12.7478	9.04776
CDC39	9.22006	9.09015	7.95409	10.4051	7.7601	17.8159	8.29255	8.72237	12.7011	8.03863
CDC50	10.6567	5.4711	9.55983	7.10699	11.6538	10.8554	9.76779	10.8177	12.5374	11.5733
OCA4	10.535	2.84579	8.5972	4.33123	11.6374	10.2486	12.7812	11.923	12.7816	14.3191
GIT1	10.6866	3.95645	10.9371	4.223	9.10136	10.0596	15.5562	9.38706	8.71301	17.3797
YCR102C	12.9496	3.77017	9.72943	5.17798	11.6761	10.2825	11.7811	12.1096	11.2339	11.2896
RMD1	12.8356	4.41379	8.54986	4.62299	11.732	9.75139	13.2826	12.6459	8.69329	13.4725
ATP16	5.74971	9.20338	7.75442	21.6907	5.9006	9.81257	8.53515	8.55321	6.65099	16.1493
MED2	10.8238	5.58353	8.33634	7.28757	15.6564	9.14868	8.07894	13.2758	12.2593	9.54958
PTC1	8.22322	8.02652	6.16215	8.5172	8.09743	19.5461	7.99041	8.75629	14.4693	10.2114
RPT2	12.9562	4.11317	9.64927	6.06199	12.9532	9.70753	12.1825	11.7845	10.1228	10.4688
GRX6	9.63898	7.07904	7.18466	7.92495	12.9485	9.98975	10.306	10.9518	11.2015	12.7748
NOP1	11.1006	4.88298	10.2619	6.14419	10.7523	11.6802	9.04391	12.2663	16.9926	6.87506
TSC13	12.6798	5.49107	10.7656	6.40274	11.1938	9.30286	12.0131	11.4143	9.77076	10.9661
CDC7	10.7698	4.71791	6.76756	6.90913	15.8657	7.66787	10.349	13.2802	9.73621	13.9365
ERP3	8.78726	7.49432	9.29911	7.85779	9.29434	11.9534	11.0981	11.641	12.2129	10.3617
OSH2	12.1577	7.90959	8.9708	7.94262	11.4392	13.8837	7.75302	10.1968	12.8722	6.8744
GPM2	11.059	2.9901	8.29553	4.38754	11.1041	10.9915	13.7378	13.0889	10.2467	14.0988
GPD1	13.7706	2.96017	9.56434	5.76927	9.93679	10.3127	14.3339	10.4723	10.4486	12.4315
RTK1	11.8733	9.71046	7.55792	9.27373	16.7068	9.31652	6.11668	11.2886	10.2794	7.87658
YDL027C	9.39296	11.7709	11.4654	12.4149	7.88191	10.0485	9.76121	9.70674	8.03877	9.51865
ARP2	11.5077	5.09306	13.6728	7.44183	12.1157	9.54156	9.46806	11.3828	10.7836	8.99298
PRP9	13.679	2.38881	6.17305	4.26747	18.0179	7.85548	11.2146	14.338	10.1814	11.8844
DBP10	11.4477	4.91846	9.45657	6.43436	11.6403	10.5549	10.8361	12.7044	12.1379	9.86929
SLM3	9.95433	13.3656	11.8394	14.8215	6.12069	8.42626	9.61394	8.98878	7.97373	8.89576
GPR1	9.75978	7.85441	10.4967	7.99644	9.72738	11.0178	11.3369	10.0209	10.4383	11.3514
PUS9	10.341	14.8904	11.3413	14.7516	8.69504	8.45683	8.81755	7.21209	7.29269	8.20158
NAT1	11.5292	4.28339	9.79836	5.5282	13.7342	10.7315	11.8669	11.4052	11.1626	9.96051
SIR2	10.6181	8.89326	7.69198	5.93017	14.0938	10.1695	8.93209	11.3129	13.3307	9.02736
PRP11	12.5805	3.29481	6.77644	3.83884	17.777	8.92682	10.5962	14.0963	9.74066	12.3723
MTF2	8.69374	14.6142	10.2798	13.9318	9.3407	9.98814	8.4139	8.91488	7.77576	8.04713
FAD1	10.9932	7.10451	9.01686	8.02122	8.75227	12.758	9.74481	12.4892	10.8245	10.2954
NPC2	9.32373	11.3937	10.8639	8.63571	12.8152	6.46938	6.21933	9.27061	10.8928	14.1157
SIT4	11.2989	3.41609	7.88435	6.22232	11.3276	11.8965	12.6217	13.1899	10.1442	11.9984
KNH1	7.66092	6.88607	11.0646	10.3967	7.9805	12.2869	9.16285	10.2028	13.5127	10.846
LHP1	11.6184	3.72347	8.85283	5.88899	11.0023	11.6126	12.6639	11.253	9.42278	13.9617
SLC1	10.4402	6.44318	9.28831	8.16077	10.9559	11.2368	10.0911	12.0743	10.6252	10.6843
PBP4	10.0585	8.07092	13.766	7.69859	11.4215	9.89157	8.62165	10.7013	12.2614	7.50856
PSA1	13.7642	2.64206	8.52113	4.53814	10.7634	9.49157	14.409	11.8525	11.1866	12.8315
TSR1	9.80942	6.76906	9.98586	7.14647	8.97027	10.1958	11.7176	11.5237	11.853	12.0289
RPS29B	11.4015	3.53182	10.0039	5.34424	12.9815	8.98382	10.25	12.7199	12.5898	12.1936
UBC9	12.5288	9.14113	9.80404	7.34151	15.1048	8.59389	9.17531	8.82845	8.57928	10.9028
PEX19	7.39113	0.76869	0.407897	0.822731	9.92924	13.7911	15.9898	16.5375	16.8047	17.5572
IDP1	9.59578	15.7509	11.6409	14.5466	7.78653	9.1989	8.21706	7.84487	8.06131	7.35716
COX9	7.65616	13.6219	7.76725	15.7104	11.6277	10.6303	7.52627	9.87435	7.07679	8.509
CBS1	6.95542	9.73139	8.99434	19.6073	8.51814	8.54789	12.6796	9.73139	6.79089	8.44365
YET3	10.228	8.93666	10.2931	8.81963	13.103	13.1763	5.84897	9.69651	14.4631	5.4346
YDL073W	11.4813	1.54257	7.82471	2.69795	12.5477	15.3787	9.60504	15.3287	15.1616	8.43172
BRE1	9.20715	7.86618	11.6165	9.70469	11.0653	9.30437	7.89245	12.4839	11.3631	9.49638
RPL31A	11.9723	4.84066	10.5252	5.67194	11.3672	9.18524	12.2227	13.5627	10.2816	10.3705
VAM6	11.6258	5.8412	9.60543	7.10934	10.1938	10.0707	11.1822	11.9627	10.2082	12.2005
MDH3	6.82478	5.48059	17.7629	18.0895	6.36373	9.09656	8.37998	8.06075	10.4464	9.49491
THI3	11.2351	8.50971	10.039	8.23332	8.32609	11.0044	10.9275	10.5725	9.60418	11.5483
RPL13A	11.9725	4.33265	8.4704	6.59181	17.4549	10.3912	8.7193	13.6612	10.4511	7.95499
RPS16B	11.6272	4.16749	11.2155	5.60547	10.5139	9.85405	12.3301	13.2159	11.4621	10.0083
SUB2	11.5611	5.15107	7.92186	6.39918	10.5464	13.5505	12.1191	10.1762	12.3342	10.2405
NDE2	9.80151	10.6044	11.7863	11.3177	7.74854	11.803	10.2814	8.63282	9.58202	8.44233
YDL086W	14.1061	2.91228	9.05463	4.65372	9.04594	10.7666	13.3672	12.7148	11.2577	12.121
ASM4	11.003	7.45194	7.61331	6.29478	14.1283	11.0179	6.75814	11.956	12.3924	11.3842
NUR1	11.9405	5.07136	9.80565	5.30227	12.4777	9.33894	12.5489	11.6453	9.41405	12.4553
UBX3	10.9156	6.62665	9.64602	7.06851	10.2369	12.9939	9.91573	10.5925	12.5457	9.45842
SRP14	10.51	3.32772	8.65833	4.98484	10.3861	10.863	12.1278	13.5342	13.4116	12.1964
PMT5	9.89431	7.32723	7.04208	8.43578	8.92541	13.103	9.1043	13.017	10.3189	12.832
PMT1	11.3692	6.2439	10.7303	8.06819	9.96071	10.6633	11.1566	10.3953	11.5951	9.81739
RPN6	11.1518	4.97319	8.38204	7.24644	12.458	13.0201	10.5456	11.1784	12.0781	8.96633
BUG1	12.0469	4.86165	10.2295	5.43815	12.8504	10.0796	9.77165	11.9302	11.9246	10.8674
GET3	11.0493	5.95494	10.4049	7.64781	9.08722	12.6974	9.93511	11.2424	12.7292	9.25167
DUN1	10.094	6.75528	12.2603	8.8175	9.65483	11.6227	8.52753	11.3121	11.2758	9.68005
POL3	10.5831	4.33965	11.4957	6.11188	11.0083	11.117	10.8627	12.2855	10.0953	12.101
QRI1	12.2939	3.02059	8.43702	4.20468	11.1415	10.7963	13.0352	12.6676	11.8572	12.5459
QRI7	8.22622	16.3107	10.5096	14.8925	6.74909	9.52126	8.92019	7.69358	8.55484	8.62203
PHO2	10.8912	3.66838	8.28354	4.29203	19.0414	7.25281	7.08029	16.3323	9.80825	13.3497
MSS2	9.33255	12.3546	9.79475	14.6748	10.9818	8.18271	8.87648	10.0051	7.23131	8.56595
KIN28	12.7764	6.22954	7.51405	8.30309	10.571	12.1904	8.63205	11.7132	11.9598	10.1105
TMA17	11.7667	3.94499	8.96056	6.23373	11.5419	10.9773	11.6969	11.3362	10.8593	12.6824
RRP42	13.075	4.16638	11.8588	5.40046	8.68088	10.9383	12.8785	12.7678	11.4504	8.78343
TRM3	8.3499	13.2735	5.19027	8.1792	6.92716	18.1599	11.0876	8.0044	13.3683	7.45968
ATG20	11.5314	4.50806	7.89393	5.91919	11.6308	12.293	10.9469	11.2496	11.8697	12.1574
NUP84	8.51293	9.0045	9.95181	9.93897	8.13403	18.1065	8.59317	9.19173	12.6297	5.93665
CYK3	9.98018	8.74527	11.7966	11.1283	9.88301	9.61695	9.01342	11.7804	8.27796	9.77792
YDL119C	10.3201	13.4766	10.0216	12.2843	7.91981	9.55479	9.07603	9.5003	7.38602	10.4604
YFH1	9.28195	17.4889	11.8513	16.9004	8.0969	8.42628	7.10675	6.85388	6.50021	7.49351
YDL121C	8.27147	6.88082	8.67712	7.51127	13.1252	13.7485	7.50036	11.7179	14.217	8.35034
UBP1	11.7568	6.86386	9.2278	7.46357	12.3	10.844	8.5554	10.9259	11.7011	10.3615
SNA4	11.521	7.9525	9.60172	6.04637	11.3698	10.6626	9.18153	10.6956	10.988	11.9807
YDL124W	11.979	2.55803	8.56145	4.55239	11.2874	10.917	13.8399	11.9747	12.5278	11.8025
HNT1	7.90331	14.1029	12.1184	17.3642	9.195	10.4823	7.49618	7.42486	7.16213	6.75082
CDC48	11.2084	4.16117	13.5192	6.09753	9.7047	9.93685	12.0471	10.3752	13.5382	9.41156
VCX1	13.7573	3.87004	8.42346	6.0382	9.9407	10.9261	12.6198	13.2012	8.9083	12.3148
RPP1B	12.0436	5.32135	10.3914	6.15501	15.8004	9.90982	7.76851	11.5256	11.487	9.59734
STF1	7.31779	13.3157	8.94655	16.2963	13.5439	11.5818	3.76714	8.51262	12.1168	4.60143
LYS21	12.2723	4.29948	7.48652	4.8177	10.1108	9.91055	14.1474	11.8491	11.1352	13.971
CDC53	11.7205	3.59726	9.64398	5.58073	12.3026	11.6662	10.5478	12.65	12.1084	10.1826
SRF1	10.0742	9.67982	12.1499	8.50828	11.0843	12.0796	4.83735	9.35681	17.5361	4.69361
PPH21	11.0379	4.41844	10.7112	6.85126	8.49065	13.6793	11.6547	10.1444	13.6332	9.37885
RDI1	10.0986	5.58113	8.72213	7.39434	10.5423	9.5548	12.3284	10.0726	13.0342	12.6715
RPL35B	11.6464	4.0185	6.54483	6.07543	23.1496	8.6866	10.8262	12.1796	11.2471	5.62581
ARF2	10.9989	5.1354	6.46696	6.17419	9.22243	13.7692	12.494	11.068	11.2158	13.4551
RPO21	11.7514	5.12776	9.72183	5.83536	11.7633	9.04243	11.4693	13.7005	9.44247	12.1456
CCT4	11.6346	4.75062	7.12447	5.47957	12.745	11.4166	11.2116	12.318	11.3101	12.0096
COP1	11.4681	7.19388	9.09052	7.08335	10.5607	12.284	10.0084	11.2231	11.866	9.22194
RPN5	11.656	5.72164	8.16288	9.5463	14.64	12.0417	10.0093	9.72572	10.3153	8.18105
NOP14	10.321	4.9485	10.906	6.46353	12.7508	11.2878	9.61763	11.1798	15.633	6.89187
YDL156W	10.3829	9.93974	9.38539	9.44721	9.70894	8.10048	10.6348	13.2791	5.43739	13.6842
YDL157C	9.90811	12.0338	9.52428	10.7587	9.86636	7.6128	9.86274	10.0962	9.00073	11.3363
DHH1	13.89	6.86342	11.3656	10.6171	9.07664	10.2416	9.87742	10.6349	9.52643	7.90702
ENT1	9.22599	3.08544	7.5525	4.05498	13.9288	9.95254	11.7177	13.8681	13.3909	13.2231
CDC9	9.51244	12.7022	10.6715	12.3375	8.15315	9.91608	9.65511	8.99064	8.43597	9.62545
CDC36	7.34334	10.7157	7.27477	13.5301	5.31875	20.7213	6.65909	6.97803	14.8998	6.55916
SFA1	13.9772	4.55349	9.22241	4.83705	11.6596	9.64826	12.8054	11.0466	11.0856	11.1643
GLT1	11.8819	3.89645	9.46589	5.58519	9.78301	10.0295	14.0503	11.2084	12.3116	11.7879
PAR32	10.6534	9.29547	10.4858	7.17556	13.5493	10.2258	6.69256	11.5315	11.6071	8.78344
DLD1	9.36641	13.0476	11.0653	12.0616	8.60333	8.54772	9.72248	9.21344	8.2776	10.0945
YDL177C	8.36931	14.9795	9.13151	14.2273	9.28435	11.6832	7.14775	8.68539	9.65758	6.83412
DLD2	8.1906	14.8943	10.7696	14.141	7.62088	9.20181	8.96322	7.85709	9.16193	9.19958
YDL180W	15.0096	5.34058	8.75552	4.64147	12.7134	10.1094	9.48392	14.213	10.5334	9.19991
INH1	6.06562	12.7477	7.62211	16.3825	16.463	12.2473	2.68626	8.43668	13.6651	3.6837
YDL183C	9.18953	11.7794	10.1126	13.5944	11.4576	9.75627	8.44141	9.24728	8.5747	7.8469
VMA1	13.2604	3.04872	8.55436	3.78093	13.6305	8.69309	12.69	14.0198	9.68521	12.6369
UFD2	7.66468	9.5427	8.36764	11.4776	5.63973	20.5096	8.53876	7.12639	14.8977	6.23526
ARF1	9.71482	5.16297	6.93264	6.17349	8.25664	13.3297	11.7746	11.7959	12.1731	14.6862
NUS1	10.4162	6.72064	8.77273	7.71827	13.5816	11.9662	8.77295	11.1375	13.4815	7.43249
SNF3	10.4818	9.73826	9.44145	8.30939	12.66	12.2098	7.13581	10.7154	12.1186	7.18945
SEC31	13.323	3.78995	12.0828	5.36008	13.1459	8.89521	11.2256	11.6137	11.0453	9.51848
GGC1	9.52581	12.9308	9.89238	11.7208	7.87383	8.69905	10.4422	10.5321	7.31044	11.0725
YDL199C	12.7117	3.64404	9.24647	5.32794	11.2836	11.7754	11.9679	11.0752	11.1196	11.8482
MRPL11	8.88944	13.9444	9.32672	14.0129	9.6982	8.88496	8.08215	9.88479	7.73621	9.54022
ACK1	10.2773	9.12403	9.64643	10.5642	10.2407	11.4896	7.69641	10.3062	12.0136	8.64151
RTN2	9.36154	10.9022	14.4803	8.74672	10.0687	16.4261	5.44992	7.88568	13.2997	3.37906
GLE1	9.9415	6.22584	7.01246	7.61541	11.8284	11.6958	11.2008	10.6796	11.138	12.6623
NHP2	10.4403	3.32674	8.80077	3.98754	14.0319	12.8971	8.77899	13.051	17.2378	7.44787
SHR3	9.79196	6.85854	7.40241	8.73002	9.73614	13.6415	8.02373	15.3348	8.49927	11.9816
NOP6	10.976	3.1597	8.82223	5.45098	12.3197	11.4826	9.74414	12.3994	12.7904	12.8549
GDH2	12.1763	3.86746	8.82161	5.66575	9.77893	9.74341	14.3734	11.6747	9.87457	14.0238
TIM22	9.67043	11.7969	10.8001	11.6821	8.77015	7.8812	9.35434	10.7826	7.24526	12.017
DTD1	10.9013	8.79599	10.4389	8.08217	11.0787	9.97585	9.68697	11.5136	9.89502	9.63144
FMP45	10.4766	6.92066	13.7699	7.74396	9.11507	11.3233	11.8459	8.2115	12.2161	8.37697
HBT1	13.298	7.35702	15.9114	5.79123	12.814	10.1848	8.98328	7.81078	11.1313	6.71805
SHS1	9.73099	9.37692	16.2882	9.12789	10.9669	8.39823	8.80532	10.2608	9.77745	7.26727
GCS1	9.92137	5.08444	8.27906	5.75972	10.9323	10.901	11.8313	11.1452	14.2104	11.9352
SSB1	12.0407	4.81986	11.0055	5.86526	11.2759	10.7749	11.0531	11.8209	12.0877	9.25622
PTP1	9.72814	7.77341	11.6141	8.28395	8.63623	12.2372	10.1925	9.82772	11.2579	10.4488
