,log2 Fold Change,-log10 P-Value
PEX13,2.1401270866178237,5.102765041991054
SKY1,2.0000731907554847,3.8915560313761692
PEX11,1.8848494104904365,4.403886694294941
PEX2,1.7340295160132002,5.105678106309948
YKL187C,1.450269285205224,2.2002556138077076
LYS1,1.2049879045319842,5.788671720949565
MDH3,1.147991058603743,3.9561676912314097
MSP1,-4.04658081595838,4.1241926145351275
ERV1,-1.2800377831726415,5.0142970653401715
THI80,-1.131237676484488,2.0540368994543896
